fit_name,model,fit_sample,x_unit,lambda_eff_mm,sigma_lambda_eff_mm,chi2,ndf,chi2_ndf,r_squared,aic,bic,rate_unit,r0_counts_per_hour,sigma_r0_counts_per_hour,offset,sigma_offset,amplitude,sigma_amplitude
normalized_scaled_transmission,T(x) = exp(-x / lambda_eff),Week 1 0-30 plates plus Week 2 40-60 plates; Week 2 zero-lead excluded,mm,168.56997432443828,11.873778329832033,29.837688577533935,6,4.972948096255656,0.3326747850908238,31.837688577533935,31.783598726589247,,,,,,,
normalized_scaled_rate,R(x) = R0 * exp(-x / lambda_eff),Week 1 0-30 plates plus Week 2 40-60 plates; Week 2 zero-lead excluded,mm,243.16903857601272,38.943856873201305,17.571208873359705,5,3.514241774671941,0.6446457786575635,21.571208873359705,21.463029171470332,counts/hour,3249.636180845444,30.274211619115636,,,,
normalized_scaled_transmission_offset_exp,T(x) = T_inf + A * exp(-x / lambda_eff),Week 1 0-30 plates plus Week 2 40-60 plates; Week 2 zero-lead excluded,mm,5.909631142285401,2.1447895724258297,0.5695167437705051,4,0.14237918594262627,0.98772346558432,6.569516743770505,6.407247190936444,,,,0.8861850420732545,0.011924593212304649,0.11444107026316716,0.016195038131047418
normalized_scaled_rate_offset_exp,R(x) = R_inf + A * exp(-x / lambda_eff),Week 1 0-30 plates plus Week 2 40-60 plates; Week 2 zero-lead excluded,mm,5.909630918985111,2.1447893510406737,0.5695167437704641,4,0.14237918594261603,0.9877234664967093,6.569516743770464,6.4072471909364035,counts/hour,,,2974.9231895107373,40.030857807276654,384.1786710610871,54.36674448064421
